keV,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1.40,2.639740,20.870630,82.547827,220.881069,460.660524,851.718224,1309.818289,1863.481427,2365.755933,3172.436242,3689.098623,4661.816315,483.484409,643.152716,785.741995,1000.476208,1171.085869,1323.026168,1695.734911,2046.016904,2215.280738,2497.359278,2785.898465,3199.767048,3535.159636,4018.925051,4362.695371,4996.328411,5209.058803,5704.043379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1434.569691,1584.105069,1755.217481,1916.591459,0.000000,0.000000,0.000000,0.000000,2843.620464,3021.299795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5244.085866
1.42,2.530200,19.950335,79.003232,211.706885,441.992543,818.145657,1259.599349,1793.994694,2280.506479,3061.002578,3581.631817,4518.281492,465.553151,619.404981,756.813819,963.755884,1128.308437,1274.939533,1634.507564,1972.636801,2136.371009,2409.002795,2688.238604,3088.560377,3413.855718,3883.088518,4216.453235,4829.126964,5035.612152,5510.874088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1387.338211,1532.169031,1697.788145,1854.053713,0.000000,0.000000,0.000000,0.000000,2752.260079,2924.560876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5081.437889
1.44,2.426643,19.082654,75.657270,203.034177,424.326515,786.338603,1211.968342,1728.017242,2199.457670,2954.960549,3478.733745,4381.081917,448.523941,596.848091,729.333218,928.868974,1087.659518,1229.237011,1576.301491,1902.860272,2061.317530,2324.943389,2595.297198,2982.693950,3298.324523,3753.647870,4077.057090,4669.743468,4870.246968,5326.812712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1342.290137,1482.626855,1643.002130,1794.388930,0.000000,0.000000,0.000000,0.000000,2665.051887,2832.208250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4926.004771
1.46,2.328667,18.263908,72.496279,194.829128,407.595844,756.181595,1166.758688,1665.326728,2122.348413,2853.979739,3380.150701,4249.855706,432.339801,575.407014,703.209131,895.700344,1049.005807,1185.769704,1520.928695,1836.463924,1989.882147,2244.916673,2506.785405,2881.842405,3188.216780,3630.219289,3944.097936,4517.711277,4712.482175,5151.312105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1299.296276,1435.337215,1590.703550,1737.427929,0.000000,0.000000,0.000000,0.000000,2581.753374,2743.986186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4777.372820
1.48,2.235900,17.490724,69.507704,187.060624,391.739193,727.568159,1123.816612,1605.717677,2048.937118,2757.754129,3285.646284,4124.266223,416.948065,555.012382,678.357367,864.143535,1012.224015,1144.399881,1468.215235,1773.241013,1921.844402,2168.677846,2422.435692,2785.704286,3083.208740,3512.446819,3817.196352,4372.597470,4561.871391,4983.864874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1258.236706,1390.168907,1540.747676,1683.013621,0.000000,0.000000,0.000000,0.000000,2502.139247,2659.657092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4635.157290
1.50,2.148000,16.760000,66.680000,179.700000,376.700000,700.400000,1083.000000,1549.000000,1979.000000,2666.000000,3195.000000,4004.000000,402.300000,535.600000,654.700000,834.100000,977.200000,1105.000000,1418.000000,1713.000000,1857.000000,2096.000000,2342.000000,2694.000000,2983.000000,3400.000000,3696.000000,4234.000000,4418.000000,4824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1219.000000,1347.000000,1493.000000,1631.000000,0.000000,0.000000,0.000000,0.000000,2426.000000,2579.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4499.000000
1.52,2.079186,16.085108,63.969083,172.582163,362.106645,673.853007,1042.876119,1492.883832,1908.959456,2573.964770,3087.662814,3871.886618,388.248175,516.809263,631.767998,804.951722,943.119649,1066.547662,1368.873273,1653.971577,1793.338881,2024.483088,2262.482385,2603.073191,2882.871360,3286.559716,3573.644141,4094.760433,4274.268288,4669.065762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1180.380731,1304.330279,1445.694177,1579.440436,0.000000,0.000000,0.000000,0.000000,2349.889783,2498.217748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4363.797961
1.54,2.013433,15.445690,61.401685,165.833851,348.258462,648.639764,1004.734507,1439.494798,1842.265351,2486.248318,2985.264922,3745.774901,374.861343,498.910638,609.923442,777.183355,910.650349,1029.910145,1322.057770,1597.709446,1732.650085,1956.293987,2186.651782,2516.344459,2787.347459,3178.313917,3456.859832,3961.831335,4137.000894,4521.036488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1143.466085,1263.543818,1400.476579,1530.153187,0.000000,0.000000,0.000000,0.000000,2277.115989,2420.972795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4234.347557
1.56,1.950568,14.839455,58.968491,159.431447,335.108451,624.677224,968.453363,1388.667485,1778.717399,2402.595780,2887.519242,3625.319486,362.100000,481.850997,589.101629,750.712902,879.696478,994.979865,1277.416822,1544.050525,1674.758890,1891.237597,2114.292627,2433.569171,2696.160789,3074.961841,3345.325873,3834.850237,4005.828706,4379.520667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1108.160125,1224.534634,1357.229672,1483.010517,0.000000,0.000000,0.000000,0.000000,2207.491834,2347.067278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4110.334101
1.58,1.890429,14.264288,56.660896,153.353122,322.613127,601.888483,933.919802,1340.248458,1718.129658,2322.770331,2794.158765,3510.198961,3845.239258,465.580999,569.242470,725.464205,850.169217,961.656887,1234.823455,1492.843271,1619.502906,1829.132555,2045.204501,2354.519838,2609.062538,2976.223690,3238.743372,3713.479769,3880.408048,4244.153617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1074.373451,1187.203960,1315.843929,1437.893382,0.000000,0.000000,0.000000,0.000000,2140.843202,2276.316748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3991.463860
1.60,1.832867,13.718235,54.470948,147.578674,310.732218,580.202258,901.029094,1294.095254,1660.329337,2246.551711,2704.934923,3400.113931,3737.981958,450.054783,550.290104,701.366462,821.985985,929.848286,1194.159586,1443.946724,1566.731063,1769.810112,1979.200891,2278.984712,2525.821071,2881.838930,3136.833945,3597.405637,3760.418641,4114.595336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1042.022673,1151.459675,1276.217190,1394.690741,0.000000,0.000000,0.000000,0.000000,2077.007639,2208.549099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3877.462410
1.62,1.777740,13.199483,52.391290,142.089394,299.428387,559.552411,869.683992,1250.075473,1605.155722,2173.734868,2619.616103,3294.785260,3634.993690,435.229675,532.192554,678.353787,795.069933,899.467580,1155.315300,1397.229654,1516.302689,1713.113112,1916.108070,2206.766522,2446.220548,2791.564743,3039.338069,3486.334783,3645.561737,3990.528554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1011.029946,1117.215779,1238.254087,1353.298921,0.000000,0.000000,0.000000,0.000000,2015.833441,2143.603607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3768.073154
1.64,1.724918,12.706357,50.415107,136.867934,288.666992,539.877521,839.794105,1208.065957,1552.459187,2104.128744,2537.986300,3193.952467,3536.054933,421.065938,514.901415,656.364817,769.349478,870.434211,1118.188198,1352.569779,1468.086680,1658.895066,1855.764075,2137.681316,2370.059668,2705.174624,2946.013595,3379.993707,3535.558434,3871.656953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,981.322534,1084.391918,1201.865508,1313.621052,0.000000,0.000000,0.000000,0.000000,1957.178821,2081.330046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3663.055958
1.66,1.674277,12.237300,48.536080,131.898196,278.415856,521.120496,811.275343,1167.952038,1502.100317,2037.555163,2459.843892,3097.372278,3440.959947,407.526532,498.371565,635.342348,744.757889,842.673071,1082.682792,1309.853052,1421.960746,1607.019306,1798.017779,2071.557419,2297.150529,2622.457102,2856.634391,3278.126945,3430.148132,3757.703554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,952.832418,1052.912949,1166.968127,1275.566538,0.000000,0.000000,0.000000,0.000000,1900.911146,2021.587886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3562.185909
1.68,1.625702,11.790869,46.748348,127.165228,268.645066,503.228217,784.049407,1129.626865,1453.949090,1973.847820,2385.000525,3004.817296,3349.515748,394.576905,482.560912,615.233009,721.232900,816.114076,1048.709970,1268.973021,1377.810715,1557.358223,1742.728048,2008.234476,2227.317588,2543.214578,2770.989107,3180.495682,3329.087135,3648.409235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,925.495940,1022.708544,1133.483955,1239.050587,0.000000,0.000000,0.000000,0.000000,1846.906253,1964.245558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3465.252188
1.70,1.579088,11.365722,45.046466,122.655129,259.326791,486.151225,758.043331,1092.990781,1407.884146,1912.851359,2313.280094,2916.074792,3261.541184,382.184796,467.430152,595.986966,698.716367,790.691772,1016.186497,1229.830235,1335.529910,1509.792565,1689.762970,1947.562583,2160.396716,2467.262266,2688.880046,3086.876487,3232.147366,3543.531393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,899.253474,993.712831,1101.339946,1203.993771,0.000000,0.000000,0.000000,0.000000,1795.047806,1909.179789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3372.057025
1.72,1.534331,10.960612,43.425372,118.354964,250.435116,469.843422,733.189056,1057.950766,1363.792118,1854.420540,2244.517815,2830.945601,3176.866080,370.320060,452.942557,577.557643,677.153946,766.344984,985.034562,1192.331713,1295.018577,1464.210802,1638.999157,1889.401492,2096.234328,2394.427218,2610.122135,2997.060152,3139.115199,3442.842705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,874.049128,965.864064,1070.467627,1170.321633,0.000000,0.000000,0.000000,0.000000,1745.226725,1856.274985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3282.414757
1.74,1.491339,10.574376,41.880359,114.252689,241.945883,454.261814,709.423052,1024.419922,1321.567019,1798.419466,2178.559376,2749.243115,3095.330452,358.954508,439.063779,559.901482,656.494808,743.016485,955.181374,1156.390452,1256.183360,1420.508541,1590.321097,1833.619888,2034.686597,2324.547446,2534.541985,2910.850639,3049.790390,3346.130009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,849.830469,939.104317,1040.802764,1137.964319,0.000000,0.000000,0.000000,0.000000,1697.340654,1805.422672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3196.150950
1.76,1.450023,10.205935,40.407041,110.337076,233.836562,439.366265,686.685968,992.317004,1281.109682,1744.720889,2115.260162,2670.792352,3016.783791,348.061756,425.761671,542.977710,636.691374,720.652706,926.558777,1121.924980,1218.936823,1378.587997,1543.620573,1780.094724,1975.618732,2257.471108,2461.977032,2828.064108,2963.985098,3253.193267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,826.548276,913.379210,1012.285058,1106.856249,0.000000,0.000000,0.000000,0.000000,1651.293474,1756.520984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3113.101610
1.78,1.410299,9.854280,39.001333,106.597654,226.086119,425.119277,664.922314,961.566000,1242.327255,1693.205565,2054.484545,2595.429120,2941.084402,337.617093,413.006120,526.748135,617.699070,699.203460,899.102914,1088.858946,1183.197015,1338.357502,1498.796127,1728.710617,1918.904312,2193.055769,2392.274744,2748.528035,2881.522983,3163.844623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,804.156304,888.637656,984.857855,1076.935806,0.000000,0.000000,0.000000,0.000000,1606.994860,1709.474188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3033.112438
1.80,1.372088,9.518469,37.659424,103.024646,218.674904,411.485795,644.080169,932.095732,1205.132730,1643.761674,1996.105231,2522.999231,2868.098799,327.597358,400.768902,511.176955,599.476113,678.621692,872.753904,1057.120749,1148.887066,1299.731065,1455.752563,1679.359287,1864.424683,2131.167717,2325.291901,2672.080395,2802.238388,3077.907534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,782.611078,864.831623,958.467896,1048.145059,0.000000,0.000000,0.000000,0.000000,1564.359868,1664.192255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2956.038167
1.82,1.335319,9.197625,36.377757,99.608919,211.584542,398.433016,624.110917,903.839506,1169.444516,1596.284274,1940.002663,2453.357796,2797.701139,317.980827,389.023541,496.230582,581.983300,658.863258,847.455562,1026.643187,1115.934824,1262.627956,1414.400502,1631.939052,1812.068400,2071.681345,2260.893931,2598.568916,2725.975579,2995.215973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3031.164100,841.915925,933.065073,1020.429503,0.000000,0.000000,0.000000,0.000000,1523.308565,1620.590457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2881.741931
1.84,1.299920,8.890928,35.153010,96.341933,204.797843,385.930225,604.969002,876.734779,1135.186049,1550.674815,1886.064474,2386.368565,2729.772711,3190.114217,377.745182,481.877488,565.183828,639.886708,823.155127,997.363149,1084.272516,1226.972335,1374.655965,1586.354356,1761.730718,2014.478574,2198.954299,2527.850395,2652.588052,2915.613695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2952.484492,819.848020,908.602215,993.737822,0.000000,0.000000,0.000000,0.000000,1483.765677,1578.589005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2810.094702
